Sample_Identification,Provider,Study_Number,Sample_Accession,Experiment_Accession,Run_Accession,Median_DoublingTime_NoAntimicrbial,Median_GrowthYield_NoAntimicrbial,Median_DoublingTime_CAM_0.5,Median_GrowthYield_CAM_0.5,Median_DoublingTime_CAM_1,Median_GrowthYield_CAM_1,Median_DoublingTime_CAM_2,Median_GrowthYield_CAM_2,Median_DoublingTime_CIP_0.002,Median_GrowthYield_CIP_0.002,Median_DoublingTime_CIP_0.004,Median_GrowthYield_CIP_0.004,Median_DoublingTime_CIP_0.008,Median_GrowthYield_CIP_0.008,Median_DoublingTime_CTX_0.5,Median_GrowthYield_CTX_0.5,Median_DoublingTime_CTX_1,Median_GrowthYield_CTX_1,Median_DoublingTime_CTX_2,Median_GrowthYield_CTX_2,Median_DoublingTime_KAN_4,Median_GrowthYield_KAN_4,Median_DoublingTime_KAN_8,Median_GrowthYield_KAN_8,Median_DoublingTime_KAN_16,Median_GrowthYield_KAN_16,Median_DoublingTime_TET_0.3,Median_GrowthYield_TET_0.3,Median_DoublingTime_TET_0.6,Median_GrowthYield_TET_0.6,Median_DoublingTime_TET_1.25,Median_GrowthYield_TET_1.25,Median_DoublingTime_TRIM_0.125,Median_GrowthYield_TRIM_0.125,Median_DoublingTime_TRIM_0.25,Median_GrowthYield_TRIM_0.25,Median_DoublingTime_TRIM_0.5,Median_GrowthYield_TRIM_0.5,StandardDeviation_DoublingTime_NoAntimicrbial,StandardDeviation_GrowthYield_NoAntimicrobial,StandardDeviation_DoublingTime_CAM_0.5,StandardDeviation_GrowthYield_CAM_0.5,StandardDeviation_DoublingTime_CAM_1,StandardDeviation_GrowthYield_CAM_1,StandardDeviation_DoublingTime_CAM_2,StandardDeviation_GrowthYield_CAM_2,StandardDeviation_DoublingTime_CIP_0.002,StandardDeviation_GrowthYield_CIP_0.002,StandardDeviation_DoublingTime_CIP_0.004,StandardDeviation_GrowthYield_CIP_0.004,StandardDeviation_DoublingTime_CIP_0.008,StandardDeviation_GrowthYield_CIP_0.008,StandardDeviation_DoublingTime_CTX_0.5,StandardDeviation_GrowthYield_CTX_0.5,StandardDeviation_DoublingTime_CTX_1,StandardDeviation_GrowthYield_CTX_1,StandardDeviation_DoublingTime_CTX_2,StandardDeviation_GrowthYield_CTX_2,StandardDeviation_DoublingTime_KAN_4,StandardDeviation_GrowthYield_KAN_4,StandardDeviation_DoublingTime_KAN_8,StandardDeviation_GrowthYield_KAN_8,StandardDeviation_DoublingTime_KAN_16,StandardDeviation_GrowthYield_KAN_16,StandardDeviation_DoublingTime_TET_0.3,StandardDeviation_GrowthYield_TET_0.3,StandardDeviation_DoublingTime_TET_0.6,StandardDeviation_GrowthYield_TET_0.6,StandardDeviation_DoublingTime_TET_1.25,StandardDeviation_GrowthYield_TET_1.25,StandardDeviation_DoublingTime_TRIM_0.125,StandardDeviation_GrowthYield_TRIM_0.125,StandardDeviation_DoublingTime_TRIM_0.25,StandardDeviation_GrowthYield_TRIM_0.25,StandardDeviation_DoublingTime_TRIM_0.5,StandardDeviation_GrowthYield_TRIM_0.5
24742_1#13,Carl-Fredrik Flach,PRJEB23294,SAMEA104369969,ERX3134707,ERR3061906,-0.702237594,-0.450232844,-0.026852732,0.067780851,-0.045648624,0.263697012,-0.364091687,0.535223488,0.062094723,0.627555148,0.019419589,1.753013066,-0.216796478,2.954871377,0.051130244,0.262932961,-0.078129101,0.660667454,-0.15552808,1.309851194,-0.12727141,0.759463572,-0.336732114,0.782461308,-0.707560773,-1.555210465,-0.222155138,1.305658602,-0.580380367,3.721920996,-0.769532528,3.382827672,0.099998906,-0.947329079,-0.008281358,-0.146898464,-0.153345344,0.362785753,0.05943046,0.076987994,0.107983023,0.155731382,0.094572899,0.098414773,0.163574608,0.214179471,0.180966076,0.169414024,0.214122886,0.221324409,0.221215881,0.284392736,0.214509681,0.466415739,0.180087591,0.234061579,0.216134183,0.432499047,0.326752973,0.452070987,0.292820024,0.657844834,0.287574271,1.433654799,0.194960101,0.514441997,0.187760323,0.694318051,0.231501129,0.435403817,0.240205164,0.247566734,0.204101433,0.571996405,0.213752348,0.483131057
24742_1#131,Jan Michiels,PRJEB23294,SAMEA104370123,ERX3134825,ERR3062024,-1.039403916,-1.207947994,0.013536748,-0.1061111,-0.239080535,0.180963907,-0.55447674,0.962676274,-0.130557424,1.171577869,0.098888089,3.035880933,-0.274487065,3.596709354,-0.424415282,0.617973968,-0.37843135,0.981541168,-0.400534028,0.818027245,-0.213285985,1.282683331,-0.441562172,1.487923454,-0.79160795,0.67327908,0.025338668,0.807758037,-0.163190675,2.106493412,-0.346837798,2.516934316,0.001477351,-0.723648496,0.045364838,-0.854882196,-0.317884928,-0.01725009,0.267595223,0.121814584,0.299115577,0.221800841,0.282982379,0.239164257,0.309897055,0.393116683,0.416788964,0.31301931,0.197098714,0.57764523,0.13068546,0.591511898,0.221753242,0.400392905,0.116163852,0.339837038,0.261263903,0.524613106,0.231050525,0.501560838,0.324559445,0.895453907,0.235493541,1.007700341,0.123592674,0.259933006,0.174416256,0.391300232,0.309817053,0.455751995,0.148137165,0.375793537,0.254977059,0.679215893,0.30348953,0.460226508
24742_1#132,Jan Michiels,PRJEB23294,SAMEA104370124,ERX3134826,ERR3062025,0.133191853,-0.764411838,-0.136505003,-0.048664609,-0.177428719,-0.077224542,-0.576485254,0.382816524,-0.248171079,1.144319467,-0.439585256,2.790445957,-0.34029371,4.577938131,-0.318463149,0.465887904,-0.282378476,0.664026242,-0.306176038,1.540851808,-0.188265104,1.659385399,-0.251721372,2.79382336,-0.837145956,3.308845006,-0.13760522,1.066511134,-0.376706414,3.081269118,-0.382736826,4.238230425,-0.316498355,-0.83993206,-0.443618401,-0.327326003,-0.564600933,1.218629395,0.113664968,0.109982812,0.119177919,0.164552255,0.140532561,0.265875651,0.161992834,0.356409377,0.163019477,0.322069303,0.185929225,0.409323899,0.215455896,0.8430275,0.158855053,0.302931989,0.103126662,0.231783651,0.172645885,0.411588202,0.218848456,0.210260851,0.145023103,0.451984965,0.225990138,0.405580599,0.192420032,0.386823306,0.156822929,0.401545645,0.301461116,0.719495776,0.111304931,0.273735037,0.315979009,0.882140128,0.170998877,0.3404909
24742_1#133,Jan Michiels,PRJEB23294,SAMEA104370125,ERX3134827,ERR3062026,0.267192841,-1.196423885,-0.056658793,-0.187568073,-0.118716331,0.142050588,-0.569204959,1.04110618,-0.071997305,1.179546801,-0.23837738,2.921333752,-0.172240745,4.750830472,-0.32595207,1.415317176,-0.264760765,1.592506949,-0.330415773,1.902381559,-0.144725243,1.47301195,-0.192257247,2.640092522,-0.611099279,3.095326364,0.01286455,1.781248148,-0.7553353,3.949757122,-0.286328514,4.46572758,-0.20909643,-1.021167,0.051775716,0.521955544,-0.234642029,1.590150432,0.109903107,0.181645012,0.146087254,0.284757197,0.128572166,0.341882379,0.171673182,0.34183315,0.129119195,0.381441301,0.116590764,0.448587912,0.147219123,0.95133456,0.123456627,0.364841477,0.252695344,0.354134852,0.216332697,0.347488566,0.194841131,0.246432656,0.179891323,0.3308642,0.371899534,0.271490727,0.171465596,0.208301295,0.115057066,0.497648624,0.740166017,0.456317852,0.253012802,0.616750578,0.195073284,0.407985282,0.190090746,0.45507682
24742_1#134,Ed Moore,PRJEB23294,SAMEA104370126,ERX3134828,ERR3062027,0.247661206,0.123347299,-0.065167591,-0.040144353,-0.294733201,-0.181013823,-0.697792326,-0.117239994,-0.111098495,0.694352274,-0.301312314,1.840013872,-0.131811262,2.302906655,-0.296897748,0.221233871,-0.195654709,0.393439089,-0.051552004,1.347624972,-0.236866718,0.411808295,-0.404390069,1.12414063,-0.826584976,0.666866171,-0.253583608,0.611965553,-0.709608916,2.275988307,-0.807206307,2.487842166,-0.001609383,-1.834310942,0.054541942,-2.350612918,-0.064773957,-3.792042267,0.056831589,0.184050991,0.105573275,0.225568704,0.093150343,0.301646983,0.087623488,0.283236394,0.20489784,0.24193673,0.215456995,0.424596884,0.218565624,0.68209559,0.190761476,0.334400901,0.157231523,0.702950195,0.063335792,1.51418467,0.206504302,0.358668119,0.220935572,0.47949769,0.224834278,0.781365459,0.254311366,0.288383841,0.36746259,0.546797848,0.275556118,0.659054005,0.152480564,0.572001643,0.185321015,1.18570502,0.099059152,1.701873351
24742_1#135,Ed Moore,PRJEB23294,SAMEA104370128,ERX3134829,ERR3062028,-0.065978026,-1.103866389,-0.644104699,-0.121156673,-0.467308639,0.848238822,-0.873281242,1.503661186,-0.157340365,1.394326181,-0.081470339,3.359841988,-0.296968522,5.372406652,-0.380214906,-0.188467987,-0.304096775,0.203607029,-0.19947365,0.149641385,-0.486085887,1.97130535,-0.688392271,3.999312622,-1.267594297,4.366931635,-0.438035012,1.502231292,-0.937185612,4.524347141,-1.651811171,6.783958364,0.033610951,-0.161120846,-0.062563631,1.39676129,-0.213833072,2.881800145,0.343361539,0.399085543,0.51642205,0.443796041,0.389197771,0.51000059,0.370937565,0.509425797,0.186481486,0.235858881,0.198094168,0.539426901,0.194863418,0.900094791,0.372423125,0.591234857,0.3141692,0.381306451,0.322891525,0.453309506,0.23134535,0.591113114,0.208999802,0.526162871,0.315751735,0.540021951,0.219703938,0.356211537,0.127134064,0.467791411,0.258992588,0.758629087,0.16773366,0.393743602,0.107068553,0.379790995,0.1727198,0.626164104
24742_1#136,Ed Moore,PRJEB23294,SAMEA104370130,ERX3134830,ERR3062029,0.160519567,-0.588909457,-0.23981874,-0.196056111,-0.072703466,0.295959726,-0.569483541,0.530005676,-0.133439003,1.481166373,-0.509168502,2.740494248,-0.089810612,3.672692394,-0.168515028,0.650719886,-0.172686092,0.30745564,-0.171848094,0.975882363,-0.104111409,1.389252972,-0.217535381,2.323299286,-0.643996374,1.643000375,-0.083115987,0.781306646,-0.180526861,2.459238987,-0.470050027,3.979577759,0.047139406,-0.239836374,-0.069492155,0.10484526,-0.027311501,1.089845885,0.171175469,0.101534933,0.259414977,0.195186614,0.179790758,0.302855865,0.231338129,0.258245104,0.352935192,0.30177692,0.364344877,0.336205215,0.526172748,0.77453016,0.144220765,0.263250627,0.098441427,0.435000659,0.153592858,0.32936839,0.120284566,0.40416847,0.17637332,0.307667492,0.173804287,0.826676213,0.250318538,0.487768272,0.289804407,0.389333492,0.208009053,0.481020514,0.398028354,0.860972231,0.344365622,0.894194518,0.315671363,0.61415933
24742_1#137,Ed Moore,PRJEB23294,SAMEA104370134,ERX3134831,ERR3062030,-0.415579389,-0.570680436,0.050405219,-0.227774798,0.02076977,-0.046733632,-0.113764131,0.715705802,-0.203804774,1.226804464,-0.379893513,3.350473251,-0.181121726,4.080069186,-0.459396406,0.545480714,-0.341529594,0.814383504,-0.210353309,1.674676502,-0.416542328,2.201093418,-0.654352463,2.930314517,-1.132566039,2.257873524,-0.289554155,2.22537394,-1.071918131,5.036166452,-1.557232353,7.70022703,-0.279787292,1.39613871,-0.4073217,3.000389757,-0.64582548,5.586652952,0.080820755,0.036062461,0.156837458,0.126887637,0.121377015,0.326803094,0.181888096,0.557648096,0.147954261,0.327656763,0.154043154,0.864370141,0.174838647,0.680798825,0.217955088,0.547238418,0.090536502,0.566984749,0.221267621,0.418530975,0.163269261,0.682078243,0.196196504,0.606803295,0.199085576,0.590335826,0.183251068,0.328466532,0.138139909,0.480073197,0.224632232,0.448585402,0.169942372,0.595675547,0.235544579,0.622361954,0.170084359,1.05631464
24742_1#138,Ed Moore,PRJEB23294,SAMEA104370135,ERX3134832,ERR3062031,-0.2254478,-1.733906619,-0.122113064,-0.345679295,0.160102222,-0.09383235,-0.094154934,0.113143367,-0.177654284,1.13648715,-0.454203838,2.508804989,-0.172247771,2.521099383,-0.294037205,0.434301787,-0.287063695,0.016402526,-0.122714151,0.377451344,-0.252907524,1.57153848,-0.542080674,3.023481992,-1.013089642,2.996734566,-0.14924876,0.780033888,-0.159834005,1.690124869,-0.369292781,2.633382045,-0.173995926,-0.825038625,-0.370805635,-0.139876659,-0.225123334,1.201157251,0.099989074,0.224631239,0.149725699,0.281008805,0.180143929,0.284266648,0.142338777,0.517283063,0.18083224,0.264555593,0.282019658,0.575251305,0.224601901,1.083945688,0.210443764,0.643951767,0.225484317,0.608977021,0.20099134,0.391747142,0.308483813,0.528451469,0.264666041,0.916730309,0.38190031,0.99797962,0.213175513,0.403255895,0.206821564,0.324370869,0.193387092,0.615848489,0.196518599,1.066541618,0.262601773,1.092214734,0.175861482,1.374953317
24742_1#139,Ed Moore,PRJEB23294,SAMEA104370136,ERX3134833,ERR3062032,-0.271131583,-0.759245485,-0.200597055,0.228803362,-0.237223923,0.755189964,-0.599545249,1.672424762,-0.232366988,1.171562901,-0.348150944,3.019730962,-0.457069914,3.441715196,-0.284188871,0.410425922,-0.310813602,0.352922326,-0.113633357,1.003535679,-0.150001695,0.970966254,-0.216852532,1.540076893,-0.53350391,0.356613072,-0.080016646,0.908964877,-0.215577777,2.466536179,-0.435146353,3.425013481,-0.151121642,0.269738431,-0.35639759,0.521639941,-0.548442435,1.665772229,0.085095242,0.061318524,0.202145256,0.226760618,0.120143384,0.122230503,0.165002468,0.318762831,0.122529751,0.208497402,0.201276138,0.481090895,0.11626222,0.486029456,0.199048746,0.197335874,0.133093471,0.212801014,0.224691234,0.300238918,0.084477027,0.283606556,0.095371891,0.212942395,0.150388616,0.576361686,0.210364026,0.260468909,0.239799601,0.338051377,0.18193316,0.390854958,0.149604605,0.439882791,0.154280061,0.304476711,0.145293679,0.447240926
24742_1#14,Carl-Fredrik Flach,PRJEB23294,SAMEA104369970,ERX3134708,ERR3061907,-0.633380026,-1.017203941,-0.124367262,-0.205727308,-0.131168498,0.054604568,-0.368170154,0.848345206,0.111772238,0.688436521,0.252221371,1.804153736,-0.135645847,2.307892873,-0.303112254,-0.01893718,-0.216450371,-1.081207515,-0.274266984,0.027189901,-0.148621967,1.683466293,-0.449681868,2.676156086,-1.062019437,1.280585171,-0.281845801,1.582404401,-0.316730178,3.717705519,-0.620587931,3.760332937,0.033565418,-1.689302724,-0.055944906,-1.392056591,-0.229748707,-0.212321992,0.145934536,0.211123267,0.180245527,0.315627497,0.171573554,0.284543578,0.199733969,0.333753852,0.111180748,0.370319161,0.131657553,0.510239582,0.148906341,0.462431377,0.200531455,0.815650057,0.193434318,0.41869945,0.202989987,0.430728427,0.240030801,0.24832113,0.243621903,0.334660529,0.2552884,0.917172953,0.381824637,0.618650567,0.441158119,0.65675878,0.37853897,0.641346087,0.247312341,0.434863479,0.247446209,0.683342621,0.256556896,0.970054165
24742_1#140,Ed Moore,PRJEB23294,SAMEA104370137,ERX3134834,ERR3062033,-0.602655255,-0.835324621,0.276280292,0.582357641,5.84E-04,1.254550434,-0.654495761,2.699834892,0.085040802,1.776710423,0.059063188,4.418175468,-0.009223247,6.043814582,-0.263766664,3.095732657,-0.163304698,3.5752351,-0.07600925,5.069833569,-0.347763778,2.493976594,-0.589658435,4.622789207,-1.216355633,6.270154656,-0.22469702,2.853185393,-0.526400096,6.641624832,-1.205443473,8.098268858,-0.042307361,1.55012501,0.202588437,3.870187355,-0.589257833,5.129769748,0.177968126,0.202674828,0.26671438,0.279077668,0.21054304,0.394305658,0.210413047,0.321490246,0.162917411,0.471691236,0.23460143,0.819349635,0.139734738,1.606204324,0.247298353,0.8164284,0.21487277,0.718191008,0.288272802,0.926550993,0.239843337,0.629527402,0.23086386,0.619339277,0.707900252,0.846280026,0.239707874,0.43386188,0.29091562,0.380188433,0.231820847,0.334150815,0.248961536,0.590178544,0.318389045,0.772798143,0.449105718,0.948165571
24742_1#142,Ed Moore,PRJEB23294,SAMEA104370139,ERX3134836,ERR3062035,-0.69740401,-1.056521597,-0.13207668,0.245350949,0.185180903,0.661117475,0.127003918,1.617171975,-0.11961413,1.15055006,-0.108220522,2.953993645,-0.333513572,3.500522999,-0.355373466,0.884941258,-0.282445039,0.617731305,0.112837852,0.310526435,-0.335017595,1.241867693,-0.629245935,2.372168899,-1.083575254,1.712096872,-0.186955413,2.050274709,-0.58457385,4.756599093,-1.427429941,7.391920263,-0.073653077,-1.096727175,-0.080836577,-1.224303207,-0.13270389,0.496994475,0.149719123,0.154832708,0.469577122,0.164222779,0.203168491,0.270538419,0.186173231,0.27675568,0.09054841,0.323527248,0.158655018,0.582443542,0.113824882,0.380927087,0.24191561,0.609667509,0.171674829,0.446469125,0.264716306,0.450936489,0.205819166,0.437761609,0.178007876,0.565735775,0.190117037,0.695903431,0.278507947,0.322428219,0.316654322,0.488199852,0.332600215,0.44468086,0.265610854,0.390246629,0.196890523,0.46295209,0.22525096,0.550960863
24742_1#143,Ed Moore,PRJEB23294,SAMEA104370140,ERX3134837,ERR3062036,-1.046627795,-2.716921993,-0.058744419,0.076775495,-0.055739902,0.437227258,-0.24595412,0.952861125,-0.056231673,0.72210762,9.50E-04,2.36140316,-0.155373096,1.938109957,-0.274909897,-0.418087591,-0.394542286,-0.598653965,-0.277519125,-0.042306688,-0.253305031,1.258957479,-0.454338855,1.613295474,-0.901076935,0.382551376,-0.322570317,2.264245699,-0.625184699,5.324136015,-1.240756331,8.058639439,-0.176656438,-1.135237929,-0.180179049,0.279863479,-0.430056604,1.698656083,0.075889597,0.093462205,0.150094492,0.140159679,0.121635559,0.151858818,0.171043583,0.238937419,0.15470396,0.189246416,0.447248795,0.492806645,0.148847795,0.273052739,0.996437248,0.5229337,0.976871213,0.439785306,0.994444515,0.503496086,0.183972181,0.548966527,0.178477132,0.483145095,0.280137626,0.920768402,0.147963937,0.274779254,0.245585845,0.314444949,0.163509441,0.475492891,0.201678495,0.780664961,0.18806035,0.493884938,0.232506928,0.751294896
24742_1#144,Ed Moore,PRJEB23294,SAMEA104370141,ERX3134838,ERR3062037,-0.56184895,0.182457645,-0.060772311,0.323109527,-0.19973742,0.963895118,-0.78064153,1.252858478,0.079315799,1.437322972,0.180352211,3.153947839,-0.145271665,3.71101741,-0.242713561,-0.782816746,-0.190327978,-0.337661769,-0.375376226,-0.47153436,-0.110500993,0.387381003,-0.51190819,0.167771977,-0.641791779,-0.888528868,-0.277630066,0.21488067,-0.049715277,-0.14252172,0.011401154,-0.649076786,0.107536084,-1.146846073,-0.187507696,-2.186786531,-0.245320689,0.09375869,0.098656297,0.133341467,0.122021681,0.204429924,0.143702768,0.21937244,0.256564241,0.227937496,0.212212011,0.287032865,0.237294946,0.516635999,0.259352987,0.686703289,0.248560769,0.368738979,0.214547918,0.293609926,0.25541599,0.359222693,0.221933187,0.173532073,0.195005723,0.439760616,0.344097804,1.557168871,0.1974232,0.396889784,0.314166843,0.395880956,0.081185039,0.236502001,0.327303885,1.09986458,0.466693383,0.833440672,0.303770203,0.677725812
24742_1#145,Ed Moore,PRJEB23294,SAMEA104370144,ERX3134839,ERR3062038,0.077811351,-1.173446532,-0.039754966,-0.053202502,-0.141388302,0.408307978,-0.462431929,1.474976301,-0.149696866,0.966327763,-0.568288608,2.665639384,-0.216578541,4.231656073,-0.147004242,1.57959794,-0.167044583,1.304998945,-0.187741046,1.894451788,-0.280833904,1.772500261,-0.289018226,3.767913441,-0.96792769,3.872637767,-0.42512996,1.603706725,-0.83967496,3.60250215,-1.658984614,6.745005767,-0.239426944,1.05407824,-0.178376859,2.227012532,-0.414346113,4.710328365,0.02452461,0.147266337,0.072825243,0.25652041,0.078292014,0.254432741,0.063029458,0.407515582,0.151705318,0.350036882,0.210529564,0.39076129,0.275325532,0.543784626,0.253242238,0.343069996,0.247134084,0.189800957,0.307280594,0.307514577,0.191722774,0.244690209,0.175117313,0.348448921,0.245796386,0.819893468,0.216995683,0.432971114,0.234769766,0.57877711,0.241851862,0.51985988,0.165837846,0.331797447,0.294988158,0.717089083,0.18197324,0.618484033
24742_1#146,Ed Moore,PRJEB23294,SAMEA104370146,ERX3134840,ERR3062039,-0.610878522,0.206729793,-0.023402039,0.346945285,-0.109790739,0.937116562,-0.737229336,1.362342282,0.006845122,1.665366328,0.289867227,3.440067755,-0.019236434,4.14679353,-0.156206098,-0.647979246,-0.143773742,-0.517852021,-0.353365143,-1.027984275,-0.237378268,0.435051735,-0.420030902,0.281476229,-0.342473547,0.093183783,-0.275634803,0.177113155,-0.076811288,-0.080439857,0.091411522,-0.804750444,0.056707835,-1.254154195,-0.167612773,-2.143865181,-0.15899282,0.202520573,0.120056773,0.17250253,0.166658145,0.224787218,0.171222935,0.214743782,0.210235747,0.315638763,0.204783356,0.235977466,0.220445573,0.526484379,0.222062461,0.587026723,0.246945205,0.27602752,0.209997479,0.286114792,0.246904659,0.452227446,0.102287184,0.236252726,0.137080431,0.38535336,0.318312732,1.728317104,0.224960154,0.41585231,0.38451517,0.423793541,0.177826226,0.227390531,0.29671621,0.900772188,0.256109066,0.459150165,0.256337488,0.681924954
24742_1#147,Ed Moore,PRJEB23294,SAMEA104370147,ERX3134841,ERR3062040,-0.763075377,-0.400017365,0.072659382,0.351717329,-0.064341069,0.9440528,-0.483775194,1.593043521,-0.0846405,1.352994716,0.268683613,3.156124685,-0.129361214,3.749379977,-0.240491445,-1.570267986,-0.252957322,-1.675785858,-0.201013295,-2.914364658,0.00467519,0.117191413,-0.29959661,0.036678192,-0.522384327,0.457706857,0.37271389,2.469586895,-0.073466912,3.348195115,-0.064152715,5.74257203,-0.115747707,-1.786727717,-0.301802751,-3.116094912,-0.291381266,-0.759751333,0.341299697,0.287837464,0.355868527,0.344631407,0.354436288,0.328819396,0.351975468,0.383246227,0.141892584,0.261948209,0.179232122,0.380690642,0.176021367,0.759689633,0.187007874,0.526432713,0.145904307,1.629446685,0.249843117,1.433600899,0.236128814,0.572996481,0.230693565,0.520082569,0.1781425,0.336606845,0.347666486,0.553043409,0.357433582,0.83306854,0.412310472,0.767158016,0.262292211,0.761714634,0.289323034,0.816571281,0.241614587,0.953750565
24742_1#148,Ed Moore,PRJEB23294,SAMEA104370148,ERX3134842,ERR3062041,-0.540216398,-0.456131262,0.129503935,0.18910687,-0.092853967,0.658253766,-0.510823035,1.137147399,-0.1768782,0.933791832,-0.181989103,2.950798026,-0.287534418,3.595977115,-0.23233161,1.11985759,-0.153560866,1.013579925,-0.247380317,1.224842068,0.023268805,0.305137184,-0.056286738,0.660467084,-0.456920708,0.537925441,-0.117200648,1.292394762,-0.386208239,3.682267156,-0.295254565,3.210763571,0.019761372,1.064642165,-0.043506662,2.833268855,-0.534720318,4.025776975,0.149495348,0.141836212,0.215671267,0.192709166,0.179167438,0.342711348,0.179818253,0.248716626,0.153132086,0.258510817,0.179689488,0.630927394,0.135980912,0.955958348,0.174484734,0.430327925,0.162008484,0.247927123,0.253593674,0.320186743,0.23736234,0.330624385,0.200320105,0.486162418,0.162585868,0.521176533,0.229144208,0.229059511,0.167486093,0.20427349,0.271907985,0.643978376,0.21162244,0.440718652,0.237407167,0.350289629,0.226378175,0.715512761
24742_1#149,Ed Moore,PRJEB23294,SAMEA104370149,ERX3134843,ERR3062042,0.191386837,2.46838903,0.139841089,0.781047971,0.07016168,0.945661234,-0.605882872,0.897249477,-0.198912825,0.978247612,-0.139887003,2.18442141,-0.222461558,3.849716513,0.056304217,0.971211358,-0.118428582,1.465262512,-0.09042424,3.306176893,0.036641589,1.820209369,-0.274484309,2.813915477,-0.241533707,2.773921457,0.166320042,1.763010394,-0.747818726,4.52757351,-0.966184279,6.46263175,0.199323196,1.189720709,-0.25406646,1.983841434,-0.306003102,3.610527056,0.319332189,0.175877753,0.479180872,0.414698526,0.585684931,0.85672207,0.371445775,0.438520376,0.355307466,0.304204516,0.309816537,0.824257204,0.391327369,1.036500406,0.262090811,1.047049098,0.356344372,1.604328573,0.369062202,2.773597899,0.355388798,0.401216664,0.27803726,0.999864033,0.387207825,1.640661567,0.420501509,0.540954346,0.438820683,0.552988585,0.468406627,0.853267748,0.296939321,0.517234855,0.315626578,0.592838699,0.211820147,0.970322512
24742_1#15,Carl-Fredrik Flach,PRJEB23294,SAMEA104369972,ERX3134709,ERR3061908,-0.737502696,-1.198024497,-0.140915386,0.200629329,-0.216389758,0.492836785,-0.514904159,1.275602855,0.153861687,1.006088449,0.292522296,2.272915469,0.11084538,3.955948334,-0.181627491,0.720339478,-0.187392048,0.870072973,-0.145282331,1.817351927,-0.075718445,0.92341206,0.050085218,1.798794262,-0.65122357,1.231618774,-0.571245275,1.293896255,-1.052889143,3.316484231,-1.320144839,5.412211375,0.077631272,-0.515178369,0.246388014,0.230961363,-0.018697027,1.017873272,0.080727898,0.239166939,0.230572082,0.295005034,0.20874998,0.330204473,0.232868413,0.251594781,0.231065775,0.45646298,0.199778529,0.471152947,0.261374973,0.595893417,0.159483898,0.505280137,0.160632672,0.683900317,0.231599143,0.923495141,0.249709282,0.419066098,0.287738501,0.322978556,0.334613778,0.366835411,0.290670006,0.477417009,0.307943117,0.594372279,0.308533462,1.224630177,0.295682199,0.386719019,0.316163284,0.406422541,0.291309713,0.327397369
24742_1#152,Ed Moore,PRJEB23294,SAMEA104370152,ERX3134846,ERR3062045,-0.185341398,0.370480112,0.029590206,0.203499309,0.011383779,1.039174453,-0.538191483,2.70768154,-0.13544505,0.78952071,-0.195939404,2.691664719,-0.13561137,3.351577999,-0.072004673,0.634979509,-0.092839926,0.754681103,-0.144954134,1.5698124,-0.261478317,1.434572655,-0.402732018,2.505296528,-0.732507189,2.879152963,-0.106029361,2.262278299,-0.876618928,5.543613792,-1.689018635,8.136594053,0.107339269,2.052576941,-0.125899711,3.253471924,-0.298436687,5.045664654,0.115529491,0.171745334,0.18839206,0.297265632,0.198363058,0.313740411,0.169628391,0.487815336,0.159713786,0.436857675,0.139714446,0.459652694,0.170512032,0.548665172,0.205125717,0.535524649,0.187954482,0.597547137,0.188148669,0.305459959,0.278996346,0.374337117,0.171114712,0.523661868,0.244740761,0.52483715,0.21271565,0.267486503,0.283278281,0.597656062,0.33752284,0.775502468,0.184767397,0.219882813,0.199099305,0.332582064,0.218228259,0.698784342
24742_1#154,Ed Moore,PRJEB23294,SAMEA104370154,ERX3134848,ERR3062047,0.067861835,-1.278941572,-0.181761619,0.215183889,-0.434854377,0.831664157,-0.687516776,2.147086199,-0.248742721,1.118933042,-0.406489594,3.013766314,-0.250644736,4.526465625,-0.142631974,2.15349228,-0.093972081,1.066964363,-0.124576985,1.841114941,-0.27471177,1.262661406,-0.379086626,1.998826623,-0.6718357,2.526561654,-0.251921916,1.864225662,-0.793053704,4.351198251,-1.314156671,7.243848158,-0.104793916,1.203890607,-0.232371905,2.28793295,-0.394685598,3.380560261,0.060771714,0.066228535,0.132948534,0.210017564,0.150534018,0.155966211,0.118317736,0.231195235,0.167286247,0.234141436,0.178313426,0.422905642,0.134730624,0.714385032,0.185750289,0.209652189,0.19083496,0.307215413,0.177116636,0.258143493,0.199633238,0.402530179,0.146112719,0.439424979,0.185157735,0.475668267,0.174154355,0.264184244,0.182326588,0.583774575,0.367727609,0.584648028,0.147375386,0.253337728,0.133852558,0.353812669,0.152726919,0.542214452
